WellID,PointID,OBJECTID,DepthToWater,DepthToWaterBGS,LevelStatus,DataQuality,MPHeight,MeasurementMethod,MeasuredBy,DataSource,MeasuringAgency,SiteNotes,LevelStatement,GlobalID,SSMA_TimeStamp,PublicRelease,Geometry,DateMeasured,TimeMeasured,TimeDatum
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,414085,23.26,22.76,,1,0.5,S,SC,S,NMBGMR,Downloaded and removed CTD diver.,,F670DADA-6316-7C4C-AD93-05D9FA4E74A7,0x0000000000060BED,true,,2018-03-28,14:32:00.0000000,MDT
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,408487,16.5,16,,1,0.5,S,SC,S,NMBGMR,Reinstalled CTD diver,,E884B572-FD3E-4D4A-92AE-1AEA639A6F30,0x0000000000068F0B,true,,2017-06-06,09:11:00.0000000,MDT
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,406467,15.85,15.35,,1,0.5,S,SC,S,NMBGMR,Possible datalogger site,,D3CA1797-C685-468B-BDF1-40CD3C3436B8,0x0000000000077B29,true,,2016-10-20,,
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,407151,25.04,24.54,,1,0.5,S,SC,S,NMBGMR,,,FA35FE20-D0D4-4A45-90F2-4737A1D363B1,0x000000000007A33A,true,,2017-03-21,11:30:00.0000000,MDT
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,408501,17.03,16.53,,1,0.5,T,TK,S,NMBGMR,Downloaded & removed CTD diver for cleaning/calibration check,,B3AB4F30-78B4-433F-BDF1-50E6BB62EB68,0x000000000007DF71,true,,2017-05-30,14:25:00.0000000,MDT
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,418538,25.22,24.72,,1,0.5,S,"TK, TN",S,NMBGMR,Downloaded & installed new CTD,,273DD955-A52A-2A41-9237-4F5B08A7264C,0x000000000007D59A,true,,2019-04-02,10:46:00.0000000,MDT
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,414811,14.61,14.11,,1,0.5,S,SC,S,NMBGMR,Downloaded & reinstalled CTD,,12B88621-3442-664E-A8E2-5868A96F2719,0x0000000000080E4F,true,,2018-10-03,15:14:00.0000000,MDT
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,414415,13.62,13.12,,1,0.5,S,SC,S,NMBGMR,Reinstalled CTD diver,,09106D7E-D46C-B049-8BA6-5C5D60F606F0,0x0000000000082749,true,,2018-07-23,14:01:00.0000000,MDT
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,425523,17.98,17.48,,1,0.5,S,SC,S,NMBGMR,CTD missing; well looks altered,,060C1238-3479-8A42-8FF3-742BC9FC9CCC,0x000000000008BD16,true,,2019-10-31,16:08:00.0000000,MDT
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,406581,19.45,18.95,P,1,0.5,S,SC,S,NMBGMR,Installed CTD Diver,,3D13EE4A-7085-4382-959F-B9275E926BE3,0x00000000000A68B5,true,,2016-11-21,12:00:00.0000000,MST
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,407083,24.84,24.34,,1,0.5,T,TK,S,NMBGMR,Reinstalled CTD,,F0B0F3BC-D1BF-4531-A835-D704F9AABADE,0x00000000000B20F5,true,,2017-03-14,12:10:00.0000000,MDT
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,407072,24.83,24.33,,1,0.5,T,TK,S,NMBGMR,Downloaded & removed CTD diver for cleaning & calibration check,,396B272E-5C06-4C56-9DA5-F10E74449743,0x00000000000BC2B5,true,,2017-03-13,14:37:00.0000000,MDT
3E584AB7-96E6-4030-83A3-213252F6F33F,AR-0052,364864,16.55,16.05,,1,0.5,S,DR,A,NMOSE,,,3E34BE22-01E0-49B5-9EAC-9C826734737B,0x000000000009B837,true,,2015-08-17,,
3526BEBE-B3D2-44A2-A651-A7DFE4857C54,AR-0053,367491,12.2,11.15,R,2,1.05,P,TK,S,NMBGMR,Pump has been running; turned on after sonic,,2126DADA-3DB4-4C3B-AA7F-96DA92AD394D,0x0000000000099513,true,,2016-01-19,,
3526BEBE-B3D2-44A2-A651-A7DFE4857C54,AR-0053,364865,4.85,3.8,,1,1.05,S,DR,A,NMOSE,,,315D63B2-5D78-41DA-A68C-FC356980C0B1,0x00000000000C07B3,true,,2015-08-18,,
FDDC897E-43D0-4399-AE01-CD66B080EA5F,AR-0054,407141,10.57,10.2699995,,1,0.3,S,SC,S,NMBGMR,,,3CD9AA5C-6DA8-4D10-866B-EF8CF2E997C2,0x00000000000BB98E,true,,2017-03-14,12:44:00.0000000,MDT
FDDC897E-43D0-4399-AE01-CD66B080EA5F,AR-0054,406459,9.39,9.09,,1,0.3,S,SC,S,NMBGMR,,,FD28F23D-A1E0-47E0-8661-E8E5A585A8D6,0x00000000000B9013,true,,2016-10-18,,
FDDC897E-43D0-4399-AE01-CD66B080EA5F,AR-0054,406794,10.35,10.05,,1,0.3,S,SC,S,NMBGMR,,,D370898E-6BB2-4CE2-8D37-1D6B801C1DE8,0x0000000000069EDC,true,,2017-01-31,13:36:00.0000000,MST
FDDC897E-43D0-4399-AE01-CD66B080EA5F,AR-0054,408477,8.61,8.31,,1,0.3,S,SC,S,NMBGMR,,,B7B49B35-F132-4D1D-96AC-0A25E4B91AAF,0x0000000000062624,true,,2017-05-31,14:11:00.0000000,MDT
FDDC897E-43D0-4399-AE01-CD66B080EA5F,AR-0054,414797,9.02,8.72,,1,0.3,S,SC,S,NMBGMR,,,FB5D72E5-F2FC-564F-BED9-034982661935,0x000000000005FBC8,true,,2018-09-26,15:59:00.0000000,MDT
FDDC897E-43D0-4399-AE01-CD66B080EA5F,AR-0054,364866,9.04,8.74,,1,0.3,S,DR,A,NMOSE,,,047F38BC-6953-4E5E-8A56-FFE1750016FB,0x00000000000C1E73,true,,2015-08-18,,
7A4F651A-E050-422B-AA06-3C37D5DFE8C8,AR-0056,406516,4.38,3.8000002,,1,0.58,S,TK,S,NMBGMR,,,7952ADDE-1A6F-441C-9105-33BC9C81F036,0x000000000007291D,true,,2016-10-19,,
7A4F651A-E050-422B-AA06-3C37D5DFE8C8,AR-0056,406700,3.43,2.8500001,,1,0.58,S,TK,S,NMBGMR,,,FE254B66-F4FF-4380-B0B1-3C07F4DE04FD,0x0000000000075D66,true,,2017-01-25,11:57:00.0000000,MST
7A4F651A-E050-422B-AA06-3C37D5DFE8C8,AR-0056,368789,3.68,3.1000001,,1,0.58,S,TK,S,NMBGMR,,,267DFC64-BAF5-421D-A307-48BEF778F595,0x000000000007AD02,true,,2016-06-02,,
7A4F651A-E050-422B-AA06-3C37D5DFE8C8,AR-0056,407117,3.53,2.95,,1,0.58,S,TK,S,NMBGMR,,,6DF43DC6-F341-4B64-906A-78ABE7882BEF,0x000000000008D9A4,true,,2017-03-16,10:59:00.0000000,MDT
7A4F651A-E050-422B-AA06-3C37D5DFE8C8,AR-0056,367493,4.14,3.56,,1,0.58,S,TK,S,NMBGMR,,,6FFF72CC-B203-4C5F-A8A6-EDF84C0C9A50,0x00000000000BAFC6,true,,2016-01-19,,
7A4F651A-E050-422B-AA06-3C37D5DFE8C8,AR-0056,364868,5.11,4.53,,1,0.58,S,DR,A,NMOSE,,,8CE994F5-7308-463F-8DB1-4BE51B356D22,0x000000000007C05C,true,,2015-08-18,,
25E61981-1059-413F-8943-F62481746779,AR-0057,407104,38.21,36.809998,,1,1.4,S,TK,S,NMBGMR,,,6DE2DBFB-0C1D-4899-AF4D-EFADBB43FDF6,0x00000000000BBA4C,true,,2017-03-15,12:01:00.0000000,MDT
25E61981-1059-413F-8943-F62481746779,AR-0057,406494,35.03,33.629997,,1,1.4,S,TK,S,NMBGMR,,,8536CCCA-F4BA-45D4-BC48-DDFE2D66F825,0x00000000000B4C6D,true,,2016-10-18,,
25E61981-1059-413F-8943-F62481746779,AR-0057,368565,38.14,36.739998,,1,1.4,S,GR,S,NMBGMR,,,1301B924-78C8-45DD-866C-C7070F54E942,0x00000000000ABE22,true,,2016-03-15,,
25E61981-1059-413F-8943-F62481746779,AR-0057,408526,36.13,34.73,,1,1.4,S,TK,S,NMBGMR,,,0767E901-F6E8-4CED-9F3C-1785748FFE55,0x0000000000067979,true,,2017-06-01,12:38:00.0000000,MDT
25E61981-1059-413F-8943-F62481746779,AR-0057,418514,39.3,37.899998,,1,1.4,S,SC,S,NMBGMR,,,A67A6370-127B-1346-8150-1CCB666AD03D,0x0000000000069AD1,true,,2019-04-04,11:25:00.0000000,MDT
25E61981-1059-413F-8943-F62481746779,AR-0057,406689,37.35,35.949997,,1,1.4,S,TK,S,NMBGMR,,,6A009F39-AFE9-42CF-A906-2535E21E718C,0x000000000006CF70,true,,2017-01-24,12:52:00.0000000,MST
25E61981-1059-413F-8943-F62481746779,AR-0057,368780,36.85,35.449997,,1,1.4,S,TK,S,NMBGMR,,,3C5B4B42-2FCC-49D8-85A3-4F62CFDD03A8,0x000000000007D5CE,true,,2016-06-01,,
25E61981-1059-413F-8943-F62481746779,AR-0057,414836,36.03,34.629997,,1,1.4,S,TN,S,NMBGMR,,,6C4BF61B-3540-9749-9DCF-962F1D4C410F,0x00000000000990C5,true,,2018-09-26,08:26:00.0000000,MDT
25E61981-1059-413F-8943-F62481746779,AR-0057,367459,37.02,35.62,,1,1.4,S,SC,S,NMBGMR,,,98566828-3737-42CC-B7F2-65F7FD27E8EF,0x000000000008646E,true,,2016-01-19,,
25E61981-1059-413F-8943-F62481746779,AR-0057,364869,35.79,34.39,,1,1.4,S,RP,A,NMOSE,,,55C0914F-7A14-4602-BB4A-28A31011AD4D,0x000000000006E49D,true,,2015-08-19,,
5CE567FA-676B-4F52-B222-08AB77A559AF,AR-0058,367464,11.78,10.679999,,1,1.1,S,SC,S,NMBGMR,,,E3812593-68C1-45D2-B51F-3F26A8AA9699,0x00000000000770EB,true,,2016-01-19,,
5CE567FA-676B-4F52-B222-08AB77A559AF,AR-0058,406461,9.77,8.67,,1,1.1,S,SC,S,NMBGMR,Not suitable for datalogger,,581AF1B1-E2A8-4A78-914C-7C388FC498FA,0x000000000008EFD5,true,,2016-10-19,,
5CE567FA-676B-4F52-B222-08AB77A559AF,AR-0058,364870,9.62,8.5199995,,1,1.1,S,DR,A,NMOSE,,,522C2A34-4A9D-4C6C-AC21-60A884ACA12F,0x00000000000842A1,true,,2015-08-19,,
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,406578,34.15,32.850002,,1,1.3,S,SC,S,NMBGMR,Installed CTD Diver,,1AD7B10A-50F0-449F-90DB-3CD964DB7D01,0x0000000000076279,true,,2016-11-21,12:00:00.0000000,MST
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,414097,35,33.7,,1,1.3,S,TK,S,NMBGMR,Downloaded & removed CTD diver,,D30E0D9F-2E5C-C745-9828-4185310052B8,0x0000000000077FA9,true,,2018-03-28,13:34:00.0000000,MDT
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,368818,30.28,28.980001,T,1,1.3,S,SC,S,NMBGMR,Sprinkler at well next to this one was on at arrival,,0C0710B3-F6E1-4F27-87F1-564ABB9B8B69,0x00000000000800CC,true,,2016-06-01,,
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,407152,34.01,32.71,,1,1.3,S,SC,S,NMBGMR,,,9B37AA93-0F66-4A64-91E4-2847C2315484,0x000000000006E283,true,,2017-03-21,13:43:00.0000000,MDT
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,408507,30.05,28.75,,1,1.3,S,TK,S,NMBGMR,Downloaded & removed CTD diver for cleaning/calibration check,,9A26D292-D733-4DA3-9269-03110842394C,0x000000000005FA5E,true,,2017-05-30,16:18:00.0000000,MDT
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,414798,33.44,32.14,,1,1.3,S,SC,S,NMBGMR,Downloaded & reinstalled datalogger,,D5B94144-146B-4C45-80EB-948A07E89FFF,0x00000000000986CB,true,,2018-09-27,09:12:00.0000000,MDT
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,406807,34.98,33.68,,1,1.3,S,TN,S,NMBGMR,Downloaded & reinstalled CTD diver,,E8CD6CA6-DD7D-4447-9ACC-A1B8288637C9,0x000000000009D894,true,,2017-01-25,10:10:00.0000000,MST
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,367461,34.89,33.59,,1,1.3,S,SC,S,NMBGMR,,,68F5A59D-39A2-46FF-8C7C-A27418492981,0x000000000009DD3D,true,,2016-01-19,,
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,406458,32.96,31.66,,1,1.3,S,SC,S,NMBGMR,,,4D069D19-4589-41C8-900E-B15F83C324E6,0x00000000000A3936,true,,2016-10-18,,
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,407087,34.68,33.38,,1,1.3,T,TK,S,NMBGMR,Reinstalled CTD,,7F1C3D3A-EA66-4AC8-AFDF-B35F68E1EF83,0x00000000000A4531,true,,2017-03-14,13:02:00.0000000,MDT
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,418500,34.75,33.45,,1,1.3,S,SC,S,NMBGMR,Downloaded & removed CTD,,49E6E22E-50BC-554E-BA64-C84E81E971B4,0x00000000000AC5EB,true,,2019-04-01,14:33:00.0000000,MDT
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,407076,34.74,33.440002,,1,1.3,T,TK,S,NMBGMR,Downloaded & removed CTD diver for cleaning & calibration check,,FBBA9D8B-F55F-4416-87B4-D36EE0755057,0x00000000000B0AF4,true,,2017-03-13,16:10:00.0000000,MDT
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,408478,29.86,28.560001,,1,1.3,S,SC,S,NMBGMR,,,11E92480-F7CB-48C8-A658-E2BAB1ECE0EA,0x00000000000B6989,true,,2017-06-01,09:20:00.0000000,MDT
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,414400,30.96,29.66,,1,1.3,S,TN,S,NMBGMR,Re-installing CTD diver,,DBBEA9E9-67D5-5A4C-86D8-DDF77EC4B1D8,0x00000000000B4C3A,true,,2018-07-24,10:21:00.0000000,MDT
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,368599,34.75,33.45,,1,1.3,S,SC,S,NMBGMR,,,DF6031F7-168B-4778-9C53-F7FCD2F8879F,0x00000000000BEDA2,true,,2016-03-15,,
1EC4C28F-FAB5-4C8D-A4C0-F85E7D0E6BAA,AR-0059,364871,33.03,31.73,,1,1.3,S,DR,A,NMOSE,,,39815D95-7E01-4422-86F7-10E3A7124B6D,0x0000000000064FC4,true,,2015-08-19,,
9223B3FA-A578-41AD-9900-15DC70BC8A4E,AR-0060,368817,34.39,33.489998,R,1,0.9,S,SC,S,NMBGMR,Sprinkler on at arrival; turned off and waited,,151E542C-44B9-42B4-B9C1-65A72A8C1544,0x0000000000086271,true,,2016-06-01,,
9223B3FA-A578-41AD-9900-15DC70BC8A4E,AR-0060,368598,38.56,37.66,,1,0.9,S,SC,S,NMBGMR,,,7D6565A7-E8BD-47ED-913D-6179DA2B4D53,0x00000000000847CB,true,,2016-03-15,,
9223B3FA-A578-41AD-9900-15DC70BC8A4E,AR-0060,418501,38.55,37.649998,,1,0.9,S,SC,S,NMBGMR,,,7FAE02D4-EB0A-394E-827B-64C1E0173D84,0x0000000000085CB8,true,,2019-04-01,15:23:00.0000000,MDT
9223B3FA-A578-41AD-9900-15DC70BC8A4E,AR-0060,406809,38.82,37.92,,1,0.9,S,TN,S,NMBGMR,,,0D8EB924-8138-4B5F-884E-6D40F60753F3,0x00000000000891B1,true,,2017-01-25,09:12:00.0000000,MST
9223B3FA-A578-41AD-9900-15DC70BC8A4E,AR-0060,367460,38.75,37.85,,1,0.9,S,SC,S,NMBGMR,,,D8F232D1-06A6-4676-B9CA-2ED0026E3EF9,0x0000000000070AF4,true,,2016-01-19,,
9223B3FA-A578-41AD-9900-15DC70BC8A4E,AR-0060,406457,37.24,36.34,,1,0.9,S,SC,S,NMBGMR,,,25EEF5D0-D6D6-4EB2-BE36-3379966BA15B,0x0000000000072797,true,,2016-10-18,,
9223B3FA-A578-41AD-9900-15DC70BC8A4E,AR-0060,408479,33.98,33.079998,,1,0.9,S,SC,S,NMBGMR,,,E335027F-A0F4-4B5C-8238-E4F778B353E9,0x00000000000B7799,true,,2017-06-01,09:30:00.0000000,MDT
9223B3FA-A578-41AD-9900-15DC70BC8A4E,AR-0060,364872,37.16,36.26,,1,0.9,S,DR,A,NMOSE,,,07EC7766-6F27-4168-ACD4-D9D5E6B1521D,0x00000000000B32B2,true,,2015-08-19,,
D254E327-1FAE-4985-9804-14491BB9D465,AR-0063,368793,6.05,5.05,,1,1,S,TK,S,NMBGMR,,,54CD5915-23E7-462A-AC66-1C0EBD7C28C4,0x0000000000069618,true,,2016-06-02,,
D254E327-1FAE-4985-9804-14491BB9D465,AR-0063,408504,5.8,4.8,,1,1,T,TK,S,NMBGMR,Downloaded & removed CTD diver for cleaning/calibration check.,,D37E8E19-D78A-4BF8-977E-D0F449A8C62C,0x00000000000AFB5B,true,,2017-05-30,15:45:00.0000000,MDT
D254E327-1FAE-4985-9804-14491BB9D465,AR-0063,368574,5.05,4.05,,1,1,S,GR,S,NMBGMR,,,8A438127-B7F5-458F-9466-C9E40FB829E0,0x00000000000ACF78,true,,2016-03-16,,
D254E327-1FAE-4985-9804-14491BB9D465,AR-0063,368575,5.47,4.47,,1,1,S,TK,S,NMBGMR,,,D9420897-0EB8-4F66-A255-C1DD543B0603,0x00000000000A9E33,true,,2016-01-20,,
D254E327-1FAE-4985-9804-14491BB9D465,AR-0063,406701,4.3,3.3000002,,1,1,T,TK,S,NMBGMR,Downloaded & reinstalled datalogger,,C33B9993-FDBD-4FD7-97E0-941DD9218952,0x000000000009845A,true,,2017-01-25,12:56:00.0000000,MST
D254E327-1FAE-4985-9804-14491BB9D465,AR-0063,406505,7.22,6.22,,1,1,S,TK,S,NMBGMR,,,74C46330-29ED-433D-B65C-712B3D4C73E4,0x000000000008AA5F,true,,2016-10-19,,
D254E327-1FAE-4985-9804-14491BB9D465,AR-0063,407075,4.45,3.4499998,,1,1,T,TK,S,NMBGMR,Downloaded & removed CTD diver for cleaning & calibration check,,631A0C28-2B36-4E18-958D-7C88EEF148CC,0x000000000008F1E5,true,,2017-03-13,15:32:00.0000000,MDT
D254E327-1FAE-4985-9804-14491BB9D465,AR-0063,407086,4.5,3.5,,1,1,T,TK,S,NMBGMR,Reinstalled CTD,,775D9A8E-727F-4A65-BFBA-FE48EB80E7C1,0x00000000000C14AA,true,,2017-03-14,12:45:00.0000000,MDT
D254E327-1FAE-4985-9804-14491BB9D465,AR-0063,406595,6.23,5.23,,1,1,T,SC,S,NMBGMR,Installed datalogger,,B4579C4F-3BBF-4AD6-A2D2-E78C4B4B00DD,0x00000000000B8775,true,,2016-12-06,09:19:00.0000000,MST
D254E327-1FAE-4985-9804-14491BB9D465,AR-0063,364875,7.75,6.75,,1,1,S,DR,A,NMOSE,,,20030D6D-F660-49D4-8560-2DD0400FD54E,0x000000000007048A,true,,2015-08-19,,
6A33C08D-C9FA-47F8-8022-23EBD17BED89,AR-0065,407116,27.43,30.93,,1,-3.5,S,TK,S,NMBGMR,,,C577453C-B714-4641-96D7-2E01CF6F3C21,0x00000000000705B5,true,,2017-03-16,10:09:00.0000000,MDT
6A33C08D-C9FA-47F8-8022-23EBD17BED89,AR-0065,368788,19.47,22.97,,1,-3.5,S,TK,S,NMBGMR,,,DBA0A9BF-E3EC-4688-80B5-1D53B32F6DB3,0x0000000000069E4D,true,,2016-06-01,,
6A33C08D-C9FA-47F8-8022-23EBD17BED89,AR-0065,367489,26.37,29.87,,1,-3.5,S,TK,S,NMBGMR,,,2A6EB228-1AEA-4085-A56B-21E4CAAB80A1,0x000000000006BB30,true,,2016-01-19,,
6A33C08D-C9FA-47F8-8022-23EBD17BED89,AR-0065,406697,25.47,28.97,,1,-3.5,S,TK,S,NMBGMR,,,51435976-4180-422C-AB09-09EA4A40B8B9,0x0000000000062496,true,,2017-01-25,10:43:00.0000000,MST
6A33C08D-C9FA-47F8-8022-23EBD17BED89,AR-0065,406502,18.85,22.35,,1,-3.5,S,TK,S,NMBGMR,,,5197DDC2-BBC1-4EFF-A3F5-0DE27C63DF48,0x0000000000063DA0,true,,2016-10-19,,
6A33C08D-C9FA-47F8-8022-23EBD17BED89,AR-0065,418543,28.56,32.059998,,1,-3.5,S,"TK, TN",S,NMBGMR,,,AC540330-9CDD-6548-A657-56BDF73FDDFA,0x00000000000803BE,true,,2019-04-02,10:26:00.0000000,MDT
6A33C08D-C9FA-47F8-8022-23EBD17BED89,AR-0065,414852,16.42,19.92,,1,-3.5,S,TN,S,NMBGMR,,,BABABE0F-8D8F-3340-ABF2-71BF74D39EDA,0x000000000008ADFA,true,,2018-10-03,13:09:00.0000000,MDT
6A33C08D-C9FA-47F8-8022-23EBD17BED89,AR-0065,408538,19.96,23.46,,1,-3.5,S,TK,S,NMBGMR,,,90250E4E-CCF0-4534-AFD9-BA14618AD199,0x00000000000A6E52,true,,2017-06-02,10:03:00.0000000,MDT
6A33C08D-C9FA-47F8-8022-23EBD17BED89,AR-0065,368571,29.25,32.75,,2,-3.5,S,GR,S,NMBGMR,,,35628B7C-962D-4938-A9B2-FAB421D55156,0x00000000000BFE65,true,,2016-03-16,,
6A33C08D-C9FA-47F8-8022-23EBD17BED89,AR-0065,364877,18.69,22.19,,1,-3.5,S,DR,A,NMOSE,,,44DD1C9B-5877-4579-ACAF-64E69F4DFB56,0x0000000000085DB0,true,,2015-08-19,,
FBF4B39E-A6F1-4E3E-A47E-E2FAA771D154,AR-0066,418541,3.85,2.1499999,,1,1.7,T,"TK, TN",S,NMBGMR,Unable to sample; pump off,,F7863F0C-22B2-B64E-961E-D8CF3FD10A01,0x00000000000B2C78,true,,2019-04-03,09:43:00.0000000,MDT
FBF4B39E-A6F1-4E3E-A47E-E2FAA771D154,AR-0066,406702,2.85,1.1499999,,1,1.7,S,TK,S,NMBGMR,,,44F8720D-A748-4EBC-BF31-D428BD03ADF9,0x00000000000B0F93,true,,2017-01-25,12:31:00.0000000,MST
FBF4B39E-A6F1-4E3E-A47E-E2FAA771D154,AR-0066,408539,5.08,3.3799999,,1,1.7,T,TK,S,NMBGMR,,,69268C43-3ED8-4820-AC2F-BE2DA3127424,0x00000000000A879B,true,,2017-06-02,10:10:00.0000000,MDT
FBF4B39E-A6F1-4E3E-A47E-E2FAA771D154,AR-0066,367494,4.2,2.4999998,,1,1.7,S,TK,S,NMBGMR,,,A169E887-C700-4A5C-9D8F-F4BEB423C0A6,0x00000000000BD99A,true,,2016-01-19,,
FBF4B39E-A6F1-4E3E-A47E-E2FAA771D154,AR-0066,368791,5,3.3,,1,1.7,S,TK,S,NMBGMR,,,B779AEBC-1B10-419E-ABA7-42C27A75C785,0x000000000007877D,true,,2016-06-02,,
FBF4B39E-A6F1-4E3E-A47E-E2FAA771D154,AR-0066,368572,4.07,2.3700001,,1,1.7,S,GR,S,NMBGMR,,,0087F33D-20AA-4E3A-A8DA-27B523A0A4C9,0x000000000006DEEE,true,,2016-03-16,,
FBF4B39E-A6F1-4E3E-A47E-E2FAA771D154,AR-0066,406506,5.25,3.55,,1,1.7,S,TK,S,NMBGMR,,,B854FCD1-E4A4-4246-B5B2-1CE32DC2A2F4,0x0000000000069B75,true,,2016-10-19,,
FBF4B39E-A6F1-4E3E-A47E-E2FAA771D154,AR-0066,407118,3.8,2.1,,1,1.7,S,TK,S,NMBGMR,,,7D447EB6-8832-492D-9617-18DD3807A87C,0x000000000006820A,true,,2017-03-16,10:36:00.0000000,MDT
FBF4B39E-A6F1-4E3E-A47E-E2FAA771D154,AR-0066,414845,6.14,4.4399996,,1,1.7,T,TN,S,NMBGMR,,,3E94641E-CECC-5B4F-9F46-8F54E746DF11,0x000000000009665B,true,,2018-10-02,08:18:00.0000000,MDT
FBF4B39E-A6F1-4E3E-A47E-E2FAA771D154,AR-0066,364878,6.3,4.6000004,,1,1.7,S,DR,A,NMOSE,,,870FCA3C-24F1-4B93-8ABE-1A63074E8A27,0x0000000000068BE2,true,,2015-08-19,,
DB40B26B-AB27-4DE8-90CD-D89F7DC973F9,AR-0067,406704,34.72,33.22,,1,1.5,S,TK,S,NMBGMR,,,66BD8BED-AA64-40E0-A490-3D75713417DC,0x000000000007665B,true,,2017-01-25,13:14:00.0000000,MST
DB40B26B-AB27-4DE8-90CD-D89F7DC973F9,AR-0067,406508,30.43,28.93,,1,1.5,S,TK,S,NMBGMR,,,D748CC23-DCCD-430C-9ECB-4E804A52951A,0x000000000007D050,true,,2016-10-19,,
DB40B26B-AB27-4DE8-90CD-D89F7DC973F9,AR-0067,368792,33.48,31.98,,1,1.5,S,TK,S,NMBGMR,,,FBADC9EE-A4C0-4270-83BB-252BF26DE558,0x000000000006CF35,true,,2016-06-02,,
DB40B26B-AB27-4DE8-90CD-D89F7DC973F9,AR-0067,407140,36.07,34.57,,1,1.5,S,SC,S,NMBGMR,,,275DE18B-91EB-4A3C-AFF0-834B92D4515F,0x0000000000091C1C,true,,2017-03-14,11:13:00.0000000,MDT
DB40B26B-AB27-4DE8-90CD-D89F7DC973F9,AR-0067,367492,34.8,33.3,,1,1.5,S,TK,S,NMBGMR,,,B2F3DD01-09FC-4D0C-9865-9AC36C2E4081,0x000000000009AD23,true,,2016-01-19,,
DB40B26B-AB27-4DE8-90CD-D89F7DC973F9,AR-0067,368573,36.35,34.85,R,2,1.5,S,GR,S,NMBGMR,,,F966E2FE-EB4D-4140-B8CE-F6CEF0029510,0x00000000000BE6AC,true,,2016-03-16,,
DB40B26B-AB27-4DE8-90CD-D89F7DC973F9,AR-0067,364880,32.62,31.119999,R,1,1.5,T,DR,A,NMOSE,Light use of water before arrival.,,359A889F-FAFD-4533-AE48-9AE8EC4EB8C9,0x000000000009AE22,true,,2015-08-19,,
D60EA2A5-6810-4EBD-A438-DD3D4DE7E6DA,AR-0068,367487,6,6,,1,0,S,TK,S,NMBGMR,,,5C2371F1-7EB4-452A-9CAD-9D883A365F11,0x000000000009BEA2,true,,2016-01-19,,
D60EA2A5-6810-4EBD-A438-DD3D4DE7E6DA,AR-0068,406696,5.43,5.43,,1,0,S,TK,S,NMBGMR,,,7F404D04-B4D4-488F-9E14-86DD36FA282B,0x00000000000932A2,true,,2017-01-25,10:16:00.0000000,MST
D60EA2A5-6810-4EBD-A438-DD3D4DE7E6DA,AR-0068,408535,3.16,3.16,,1,0,S,TK,S,NMBGMR,,,B3B79F19-D481-4175-8340-8EAB816B676F,0x000000000009626A,true,,2017-06-02,09:08:00.0000000,MDT
D60EA2A5-6810-4EBD-A438-DD3D4DE7E6DA,AR-0068,406501,2.89,2.89,,1,0,S,TK,S,NMBGMR,,,E263C8E4-C2EA-43FF-86BE-C5DE622F3CA7,0x00000000000AB716,true,,2016-10-19,,
D60EA2A5-6810-4EBD-A438-DD3D4DE7E6DA,AR-0068,368785,2.73,2.73,,1,0,S,TK,S,NMBGMR,,,4E1E7B76-244F-4037-9F82-2A05067B85CA,0x000000000006ECE1,true,,2016-06-01,,
D60EA2A5-6810-4EBD-A438-DD3D4DE7E6DA,AR-0068,407113,6.73,6.73,,1,0,S,TK,S,NMBGMR,,,161EE708-5DF2-4B84-93CE-F50A599EAB21,0x00000000000BDB94,true,,2017-03-16,09:20:00.0000000,MDT
