model|input_count|cleaned_count|transferred|issue_percentage
Well|38541|8180|7697|5.9046454767726155
PointID|Table|Field|Error
SO-0132|||"(pg8000.dbapi.IntegrityError) {'S': 'ERROR', 'V': 'ERROR', 'C': '23505', 'M': 'duplicate key value violates unique constraint ""uq_transducer_block_status_parameter_time""', 'D': 'Key (review_status, parameter_id, start_datetime, end_datetime)=(approved, 1, 2016-07-08 01:00:00+00, 2022-02-19 12:00:00+00) already exists.', 's': 'public', 't': 'transducer_observation_block', 'n': 'uq_transducer_block_status_parameter_time', 'F': 'nbtinsert.c', 'L': '666', 'R': '_bt_check_unique'}
[SQL: INSERT INTO transducer_observation_block (parameter_id, review_status, start_datetime, end_datetime, comment, reviewer_id, created_by_name, created_by_id, updated_by_name, updated_by_id, release_status) VALUES (%s::INTEGER, %s::VARCHAR, %s::TIMESTAMP WITH TIME ZONE, %s::TIMESTAMP WITH TIME ZONE, %s::VARCHAR, %s::INTEGER, %s::VARCHAR, %s::VARCHAR, %s::VARCHAR, %s::VARCHAR, %s::VARCHAR) RETURNING transducer_observation_block.id, transducer_observation_block.created_at]
[parameters: (1, 'approved', Timestamp('2016-07-08 01:00:00'), Timestamp('2022-02-19 12:00:00'), None, None, None, None, None, None, 'draft')]
(Background on this error at: https://sqlalche.me/e/20/gkpj)"
SO-0216|||no deployments
SO-0216|||no deployments
SO-0251|||"(pg8000.dbapi.IntegrityError) {'S': 'ERROR', 'V': 'ERROR', 'C': '23505', 'M': 'duplicate key value violates unique constraint ""uq_transducer_block_status_parameter_time""', 'D': 'Key (review_status, parameter_id, start_datetime, end_datetime)=(approved, 1, 2021-01-13 13:00:00+00, 2022-08-03 13:00:00+00) already exists.', 's': 'public', 't': 'transducer_observation_block', 'n': 'uq_transducer_block_status_parameter_time', 'F': 'nbtinsert.c', 'L': '666', 'R': '_bt_check_unique'}
[SQL: INSERT INTO transducer_observation_block (parameter_id, review_status, start_datetime, end_datetime, comment, reviewer_id, created_by_name, created_by_id, updated_by_name, updated_by_id, release_status) VALUES (%s::INTEGER, %s::VARCHAR, %s::TIMESTAMP WITH TIME ZONE, %s::TIMESTAMP WITH TIME ZONE, %s::VARCHAR, %s::INTEGER, %s::VARCHAR, %s::VARCHAR, %s::VARCHAR, %s::VARCHAR, %s::VARCHAR) RETURNING transducer_observation_block.id, transducer_observation_block.created_at]
[parameters: (1, 'approved', Timestamp('2021-01-13 13:00:00'), Timestamp('2022-08-03 13:00:00'), None, None, None, None, None, None, 'draft')]
(Background on this error at: https://sqlalche.me/e/20/gkpj)"
SO-0252|||no deployments
SO-0252|||no deployments
TV-157|||"(pg8000.dbapi.IntegrityError) {'S': 'ERROR', 'V': 'ERROR', 'C': '23505', 'M': 'duplicate key value violates unique constraint ""uq_transducer_block_status_parameter_time""', 'D': 'Key (review_status, parameter_id, start_datetime, end_datetime)=(approved, 1, 2011-06-14 12:00:00+00, 2024-10-15 12:00:00+00) already exists.', 's': 'public', 't': 'transducer_observation_block', 'n': 'uq_transducer_block_status_parameter_time', 'F': 'nbtinsert.c', 'L': '666', 'R': '_bt_check_unique'}
[SQL: INSERT INTO transducer_observation_block (parameter_id, review_status, start_datetime, end_datetime, comment, reviewer_id, created_by_name, created_by_id, updated_by_name, updated_by_id, release_status) VALUES (%s::INTEGER, %s::VARCHAR, %s::TIMESTAMP WITH TIME ZONE, %s::TIMESTAMP WITH TIME ZONE, %s::VARCHAR, %s::INTEGER, %s::VARCHAR, %s::VARCHAR, %s::VARCHAR, %s::VARCHAR, %s::VARCHAR) RETURNING transducer_observation_block.id, transducer_observation_block.created_at]
[parameters: (1, 'approved', Timestamp('2011-06-14 12:00:00'), Timestamp('2024-10-15 12:00:00'), None, None, None, None, None, None, 'draft')]
(Background on this error at: https://sqlalche.me/e/20/gkpj)"
AR-0156|||no deployment between 2017-03-13 01:00:00 and 2017-05-30 13:00:00
AR-0209|||no deployment between 2018-03-28 01:00:00 and 2024-01-15 12:00:00
CP-0037|||no deployment between 2022-03-01 00:00:00 and 2025-05-09 00:00:00
EB-220|||no deployment between 2022-04-05 06:00:00 and 2024-04-08 11:00:00
EB-305|||no deployment between 2021-04-15 02:00:00 and 2021-04-15 02:00:00
EB-306|||no deployment between 2022-04-06 06:00:00 and 2024-04-08 00:00:00
EB-373|||no deployment between 2021-04-16 06:00:00 and 2025-04-03 00:00:00
EB-691|||no deployment between 2021-04-15 01:00:00 and 2024-04-08 12:00:00
EB-696|||no deployment between 2021-04-16 06:00:00 and 2024-04-08 12:00:00
HS-002|||no deployment between 2019-05-02 00:00:00 and 2019-05-02 00:00:00
HS-039|||no deployment between 2022-03-22 00:00:00 and 2024-04-03 00:00:00
HS-061|||no deployment between 2021-04-06 00:00:00 and 2024-04-03 00:00:00
MG-030|||no deployment between 2019-11-27 00:00:00 and 2024-11-19 00:00:00
MG-038|||no deployment between 2022-05-24 00:00:00 and 2024-11-19 00:00:00
NM-00037|||no deployment between 2019-05-23 12:00:00 and 2024-10-02 00:00:00
NM-00367|||no deployment between 2022-04-19 12:00:00 and 2024-04-15 12:00:00
NM-00643|||no deployment between 2022-04-19 12:00:00 and 2024-04-15 12:00:00
NM-23292|||no deployment between 2022-04-22 00:00:00 and 2025-02-26 00:00:00
NM-26614|||no deployment between 2017-08-17 00:00:00 and 2017-08-17 12:00:00
PC-002|||no deployment between 2019-02-11 21:00:00 and 2025-03-05 00:00:00
PC-020|||no deployment between 2022-06-16 12:00:00 and 2025-03-06 00:00:00
QU-004|||no deployment between 2019-10-23 12:00:00 and 2024-10-15 12:00:00
SA-0076|||no deployment between 2021-07-08 00:00:00 and 2021-07-08 00:00:00
SA-0174|||no deployment between 2012-03-16 00:00:00 and 2012-03-16 09:00:00
SA-0231|||no deployment between 2022-02-21 00:00:00 and 2025-02-11 00:00:00
SM-0033|||no deployment between 2011-06-09 00:00:00 and 2011-06-09 09:00:00
SM-0055|||no deployment between 2009-08-11 03:00:00 and 2014-01-23 12:00:00
SM-0232|||no deployment between 2009-11-15 00:00:00 and 2024-09-24 12:00:00
SM-0243|||no deployment between 2008-10-14 00:00:00 and 2008-10-14 12:00:00
SM-0246|||no deployment between 2008-10-14 01:00:00 and 2024-11-15 00:00:00
SM-0257|||no deployment between 2021-11-17 00:00:00 and 2024-11-13 00:00:00
SM-0258|||no deployment between 2020-12-17 00:00:00 and 2024-11-13 00:00:00
SM-0259|||no deployment between 2023-11-16 00:00:00 and 2024-11-13 00:00:00
SO-0126|||no deployment between 2018-11-29 00:00:00 and 2018-11-29 10:00:00
SO-0127|||no deployment between 2018-11-29 02:00:00 and 2023-11-07 12:00:00
SO-0130|||no deployment between 2018-11-29 00:00:00 and 2018-11-29 10:00:00
SO-0132|||no deployment between 2018-11-29 00:00:00 and 2022-02-19 12:00:00
SO-0167|||no deployment between 2018-11-29 02:00:00 and 2018-11-29 12:00:00
SO-0168|||no deployment between 2018-11-29 00:00:00 and 2018-11-29 12:00:00
SO-0171|||no deployment between 2022-02-25 01:00:00 and 2022-02-25 11:00:00
SO-0184|||no deployment between 2021-02-11 00:00:00 and 2023-11-07 12:00:00
SO-0217|||no deployment between 2018-04-03 18:00:00 and 2021-10-24 12:00:00
SO-0218|||no deployment between 2020-12-22 00:00:00 and 2020-12-22 12:00:00
SO-0219|||no deployment between 2021-09-07 15:45:00 and 2022-08-03 14:15:00
SO-0221|||no deployment between 2022-08-03 01:00:00 and 2022-08-03 08:00:00
SO-0227|||no deployment between 2020-12-22 00:00:00 and 2020-12-22 11:00:00
SO-0244|||no deployment between 2022-08-03 00:00:00 and 2022-08-03 13:00:00
SO-0245|||no deployment between 2017-08-03 12:15:00 and 2022-08-03 13:00:00
SO-0246|||no deployment between 2016-07-23 15:15:00 and 2022-08-03 13:00:00
SO-0250|||no deployment between 2019-12-10 01:00:00 and 2022-08-03 13:00:00
SO-0251|||no deployment between 2022-08-03 01:00:00 and 2022-08-03 13:00:00
SO-0254|||no deployment between 2022-10-22 00:00:00 and 2022-10-22 00:00:00
SO-0255|||no deployment between 2022-10-23 00:00:00 and 2023-11-07 12:00:00
SO-0260|||no deployment between 2022-10-22 00:00:00 and 2023-11-07 12:00:00
SV-0122|||no deployment between 2022-04-22 12:00:00 and 2025-02-26 00:00:00
TB-0002|||no deployment between 2011-06-09 00:00:00 and 2011-06-09 10:00:00
TB-0029|||no deployment between 2022-01-20 00:00:00 and 2024-11-12 12:00:00
TB-0044|||no deployment between 2011-06-09 03:00:00 and 2024-11-12 12:00:00
TB-0055|||no deployment between 2011-06-09 00:00:00 and 2011-06-09 12:00:00
TB-0059|||no deployment between 2011-03-02 00:00:00 and 2011-03-02 16:00:00
TB-0071|||no deployment between 2009-09-10 15:00:00 and 2024-11-12 12:00:00
TB-0084|||no deployment between 2017-09-18 12:00:00 and 2017-09-18 12:00:00
TB-0139|||no deployment between 2018-11-08 00:00:00 and 2024-11-13 00:00:00
TB-0203|||no deployment between 2011-06-08 03:00:00 and 2021-05-06 00:00:00
TB-0255|||no deployment between 2020-12-15 00:00:00 and 2024-11-12 12:00:00
TC-316|||no deployment between 2019-10-23 00:00:00 and 2024-10-16 00:00:00
TV-121|||no deployment between 2018-12-05 00:00:00 and 2024-10-15 12:00:00
TV-157|||no deployment between 2022-04-13 00:00:00 and 2024-10-15 12:00:00
TV-167|||no deployment between 2013-09-05 00:00:00 and 2013-09-05 00:00:00
TV-192|||no deployment between 2013-09-05 00:00:00 and 2013-09-05 12:00:00
TV-211|||no deployment between 2012-11-09 00:00:00 and 2012-11-09 12:00:00
WL-0028|||no deployment between 2019-11-02 00:00:00 and 2024-01-15 12:00:00
WL-0045|||no deployment between 2019-11-08 12:00:00 and 2024-10-16 00:00:00
WL-0072|||no deployment between 2021-06-23 00:00:00 and 2025-05-20 00:00:00
WL-0085|||no deployment between 2020-12-09 00:00:00 and 2024-06-06 12:00:00
WL-0109|||no deployment between 2021-06-24 06:00:00 and 2024-12-11 12:00:00
WL-0130|||no deployment between 2018-11-01 00:00:00 and 2023-11-08 12:00:00
WL-0155|||no deployment between 2022-03-24 00:00:00 and 2024-02-15 00:00:00
WL-0156|||no deployment between 2024-03-29 00:00:00 and 2025-03-05 00:00:00
WL-0199|||no deployment between 2020-10-15 12:00:00 and 2024-04-18 12:00:00
WL-0227|||no deployment between 2021-06-23 12:00:00 and 2024-11-28 12:00:00
WL-0232|||no deployment between 2021-10-07 00:00:00 and 2024-09-26 00:00:00
WL-0244|||no deployment between 2022-11-09 00:00:00 and 2024-11-14 00:00:00
WL-0250|||no deployment between 2022-02-16 05:00:00 and 2024-04-03 12:00:00
WS-007|||no deployment between 2009-08-18 19:09:00 and 2010-01-06 23:09:00
WS-008|||no deployment between 2010-01-07 15:47:00 and 2013-01-29 13:47:00
WS-009|||no deployment between 2010-01-07 14:25:00 and 2011-12-31 23:25:00
WS-010|||no deployment between 2009-08-06 23:38:00 and 2013-01-31 12:41:00
WS-012|||no deployment between 2010-01-21 13:44:00 and 2013-01-31 12:44:00
WS-018|||no deployment between 2012-05-21 11:38:00 and 2013-01-29 14:53:00

Acoustic Sounder|485263|464619|197322|57.53036358823036
PointID|Table|Field|Error
WL-0037|||no deployments
WL-0037|||no deployments
BC-0166|||no deployment between 2024-02-29 20:06:00 and 2025-02-05 15:24:47
EB-165|||no deployment between 2020-09-29 13:13:00 and 2025-02-05 18:42:57
LC-010|||no deployment between 2022-04-05 00:04:00 and 2024-04-09 11:18:03
MG-009|||no deployment between 2018-06-06 01:47:00 and 2024-06-21 13:10:00
MG-034|||no deployment between 2019-11-26 21:54:00 and 2025-02-05 20:07:13
PB-0020|||no deployment between 2020-06-02 01:48:00 and 2024-09-25 12:59:00
PC-019|||no deployment between 2021-08-25 01:55:13 and 2025-02-05 15:37:40
SA-0134|||no deployment between 2020-09-11 03:10:00 and 2025-02-05 18:08:44
SA-0135|||no deployment between 2018-06-11 00:18:10 and 2018-06-11 12:17:36
SA-0233|||no deployment between 2019-12-18 08:51:00 and 2025-02-05 19:13:45
SA-0240|||no deployment between 2020-07-22 00:33:08 and 2024-06-29 15:29:21
WL-0001|||no deployment between 2022-01-28 01:46:00 and 2025-02-05 17:33:44
WL-0002|||no deployment between 2022-01-19 07:29:00 and 2022-01-19 15:28:00
WL-0007|||no deployment between 2022-10-26 02:49:01 and 2023-06-12 23:13:00
WL-0013|||no deployment between 2022-06-30 01:11:00 and 2022-06-30 17:10:00
WL-0016|||no deployment between 2021-07-01 00:53:00 and 2025-02-05 20:32:36
WL-0018|||no deployment between 2020-12-09 03:11:00 and 2024-08-30 22:07:00
WL-0021|||no deployment between 2021-02-12 02:31:00 and 2025-02-05 16:13:34
WL-0022|||no deployment between 2020-04-24 00:10:00 and 2025-02-05 18:10:30
WL-0032|||no deployment between 2019-09-05 03:07:00 and 2019-09-05 19:07:00
WL-0035|||no deployment between 2020-10-14 00:42:36 and 2024-10-22 16:15:00
WL-0036|||no deployment between 2021-01-11 23:03:00 and 2024-08-08 23:47:39
WL-0057|||no deployment between 2021-08-19 23:06:00 and 2024-08-25 22:45:00
WL-0058|||no deployment between 2018-03-16 03:57:29 and 2024-12-19 10:19:00
WL-0063|||no deployment between 2020-07-01 00:43:00 and 2025-02-05 19:32:05
WL-0064|||no deployment between 2019-10-08 01:57:00 and 2021-04-13 14:36:00
WL-0071|||no deployment between 2020-06-10 05:26:00 and 2024-10-29 21:56:17
WL-0077|||no deployment between 2018-05-08 03:37:14 and 2024-10-23 13:18:00
WL-0080|||no deployment between 2023-02-04 05:30:09 and 2025-01-09 00:10:00
WL-0090|||no deployment between 2020-06-10 00:04:16 and 2022-12-13 16:40:00
WL-0093|||no deployment between 2020-05-28 01:48:55 and 2024-06-07 20:39:00
WL-0115|||no deployment between 2020-06-09 07:57:54 and 2024-05-09 16:53:00
WL-0124|||no deployment between 2021-02-02 23:13:28 and 2025-02-02 15:46:00
WL-0150|||no deployment between 2022-03-04 02:03:00 and 2025-02-04 23:32:40
WL-0151|||no deployment between 2019-02-28 03:53:24 and 2024-12-17 13:43:00
WL-0177|||no deployment between 2019-07-23 00:12:58 and 2025-02-05 22:46:56
WL-0187|||no deployment between 2021-04-29 04:37:00 and 2024-12-23 20:06:36
WL-0213|||no deployment between 2021-09-11 07:41:25 and 2024-10-04 12:15:00
WL-0217|||no deployment between 2022-03-17 00:12:00 and 2024-07-21 08:11:05
WL-0236|||no deployment between 2021-06-19 08:14:54 and 2025-02-05 20:28:45
WL-0247|||no deployment between 2022-02-11 06:55:00 and 2025-02-05 20:28:27
WL-0255|||no deployment between 2022-06-30 00:00:50 and 2025-02-05 18:35:06
WL-0260|||no deployment between 2022-03-04 12:27:49 and 2022-11-02 09:18:00
WL-0267|||no deployment between 2022-03-23 03:05:06 and 2024-10-01 15:51:03
WL-0285|||no deployment between 2022-09-10 10:40:56 and 2025-02-05 18:54:11

