Old Table Name,Old Column Name,Reason
HydraulicsData,Hydraulic Remarks,No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,T (ft2/d),No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,S (dimensionless),No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,Ss (ft-1),No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,Sy (decimalfractn),No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,KH (ft/d),No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,KV (ft/d),No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,HL (day-1),No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,HD (ft2/d),No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,Cs (gal/d/ft),No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,P (decimal fraction),No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,k (darcy),No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,Data Source,No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,OBJECTID,No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,GlobalID,No corresponding sheet (expected 'NMAquifer_{old table name}')
HydraulicsData,SSMA_TimeStamp,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location,LocationId,No matching 'NMAquifer Field Name' (after normalization)
Location_backup,LocationId,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,DateCreated,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,PointID,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,SiteNames,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,SiteID,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,AlternateSiteID,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,SiteDate,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,DataReliability,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Confidential,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,SiteType,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,WL_Continuous,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,WL_Intermittent,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,WaterQuality,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,WaterFlow,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Hydraulic,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Subsurface,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,WellorSpgNoData,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,SubsurfaceType,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Easting,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Northing,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,UTMDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,CoordinateNotes,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Altitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,AltitudeAccuracy,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,AltitudeMethod,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,AltDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Latitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Longitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,LatLonDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,CoordinateAccuracy,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,CoordinateMethod,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Township,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,TownshipDirection,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Range,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,RangeDirection,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,SectionQuarters,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,SPX,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,SPY,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,QuadName,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,County,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,State,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,LocationNotes,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,WLReportDeliver,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,ChemistryReportDeliver,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,WLReportNote,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,ChemistryReportNote,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,X_NAD83_Zone12,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Y_NAD83_Zone12,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,projectname,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,USGSProjectID,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,ObjectID,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,LatitudeDD,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,LongitudeDD,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,SSMA_TimeStamp,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,PublicRelease,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backup,Geometry,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,LocationId,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,DateCreated,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,PointID,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,SiteNames,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,SiteID,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,AlternateSiteID,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,SiteDate,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,DataReliability,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Confidential,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,SiteType,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,WL_Continuous,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,WL_Intermittent,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,WaterQuality,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,WaterFlow,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Hydraulic,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Subsurface,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,WellorSpgNoData,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,SubsurfaceType,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Easting,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Northing,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,UTMDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,CoordinateNotes,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Altitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,AltitudeAccuracy,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,AltitudeMethod,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,AltDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Latitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Longitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,LatLonDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,CoordinateAccuracy,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,CoordinateMethod,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Township,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,TownshipDirection,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Range,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,RangeDirection,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,SectionQuarters,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,SPX,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,SPY,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,QuadName,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,County,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,State,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,LocationNotes,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,WLReportDeliver,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,ChemistryReportDeliver,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,WLReportNote,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,ChemistryReportNote,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,X_NAD83_Zone12,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Y_NAD83_Zone12,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,projectname,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,USGSProjectID,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,ObjectID,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,LatitudeDD,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,LongitudeDD,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,SSMA_TimeStamp,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,PublicRelease,No corresponding sheet (expected 'NMAquifer_{old table name}')
Location_backupNew,Geometry,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationProjectOwnerArchive,LocationId,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationProjectOwnerArchive,PointID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationProjectOwnerArchive,ProjectName,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationProjectOwnerArchive,OwnerKey,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,LocationId,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,DateCreated,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,PointID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,SiteNames,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,SiteID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,AlternateSiteID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,SiteDate,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,DataReliability,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,Confidential,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,SiteType,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,WL_Continuous,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,WL_Intermittent,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,WaterQuality,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,WaterFlow,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,Hydraulic,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,Subsurface,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,WellorSpgNoData,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,SubsurfaceType,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,Easting,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,Northing,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,UTMDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,CoordinateNotes,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,Altitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,AltitudeAccuracy,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,AltitudeMethod,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,AltDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,Latitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,Longitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,LatLonDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,CoordinateAccuracy,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,CoordinateMethod,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,Township,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,TownshipDirection,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,Range,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,RangeDirection,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,SectionQuarters,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,SPX,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,SPY,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,QuadName,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,County,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,State,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,LocationNotes,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,WLReportDeliver,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,ChemistryReportDeliver,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,WLReportNote,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,ChemistryReportNote,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,X_NAD83_Zone12,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,Y_NAD83_Zone12,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,projectname,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,USGSProjectID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,ObjectID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,LatitudeDD,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,LongitudeDD,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsEB,PublicRelease,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,LocationId,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,DateCreated,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,PointID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,SiteNames,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,SiteID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,AlternateSiteID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,SiteDate,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,DataReliability,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,Confidential,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,SiteType,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,WL_Continuous,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,WL_Intermittent,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,WaterQuality,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,WaterFlow,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,Hydraulic,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,Subsurface,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,WellorSpgNoData,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,SubsurfaceType,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,Easting,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,Northing,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,UTMDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,CoordinateNotes,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,Altitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,AltitudeAccuracy,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,AltitudeMethod,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,AltDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,Latitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,Longitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,LatLonDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,CoordinateAccuracy,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,CoordinateMethod,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,Township,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,TownshipDirection,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,Range,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,RangeDirection,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,SectionQuarters,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,SPX,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,SPY,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,QuadName,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,County,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,State,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,LocationNotes,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,WLReportDeliver,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,ChemistryReportDeliver,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,WLReportNote,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,ChemistryReportNote,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,X_NAD83_Zone12,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,Y_NAD83_Zone12,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,projectname,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,USGSProjectID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,ObjectID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,LatitudeDD,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,LongitudeDD,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsPS,PublicRelease,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,LocationId,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,DateCreated,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,PointID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,SiteNames,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,SiteID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,AlternateSiteID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,SiteDate,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,DataReliability,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,Confidential,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,SiteType,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,WL_Continuous,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,WL_Intermittent,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,WaterQuality,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,WaterFlow,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,Hydraulic,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,Subsurface,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,WellorSpgNoData,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,SubsurfaceType,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,Easting,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,Northing,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,UTMDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,CoordinateNotes,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,Altitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,AltitudeAccuracy,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,AltitudeMethod,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,AltDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,Latitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,Longitude,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,LatLonDatum,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,CoordinateAccuracy,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,CoordinateMethod,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,Township,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,TownshipDirection,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,Range,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,RangeDirection,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,SectionQuarters,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,SPX,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,SPY,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,QuadName,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,County,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,State,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,LocationNotes,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,WLReportDeliver,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,ChemistryReportDeliver,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,WLReportNote,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,ChemistryReportNote,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,X_NAD83_Zone12,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,Y_NAD83_Zone12,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,projectname,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,USGSProjectID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,ObjectID,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,LatitudeDD,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,LongitudeDD,No corresponding sheet (expected 'NMAquifer_{old table name}')
LocationsSB,PublicRelease,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AllAnalytes,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AllAnalytes,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AllAnalytes,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AllAnalytesUnits,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AllAnalytesUnits,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AllAnalytesUnits,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AltitudeDatum,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AltitudeDatum,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AltitudeMethod,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AltitudeMethod,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AltitudeMethod,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AquiferClass,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AquiferClass,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AquiferClass,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AquiferType,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AquiferType,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_AquiferType,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CollectionMethod,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CollectionMethod,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CollectionMethod,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_ConstructionMethod,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_ConstructionMethod,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_ConstructionMethod,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_ContributingUnit,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_ContributingUnit,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_ContributingUnit,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CoordinateAccuracy,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CoordinateAccuracy,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CoordinateAccuracy,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CoordinateDatum,DATUMCODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CoordinateDatum,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CoordinateMethod,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CoordinateMethod,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CoordinateMethod,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_County,COUNTY,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_County,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CurrentUse,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CurrentUse,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_CurrentUse,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_DataQuality,CODE,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_DataQuality,MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_DataQuality,id,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_DataQuality,SHORT_MEANING,No corresponding sheet (expected 'NMAquifer_{old table name}')
LU_DataQuality,WebDataEntryVisible,No corresponding sheet (expected 'NMAquifer_{old table name}')
